alm_date,alm_time,inci_no,exp_no,station,number,st_prefix,street,st_type,st_suffix,apt_room,city,state,zip,combined adress,rmz,latitude,longitude,inci_type,descript,mutl_aid,disp_date,disp_time,arv_date,arv_time,ctrl_date,ctrl_time,clr_date,clr_time,shift,alarms,district,app_supp,per_supp,app_ems,per_ems,app_rescue,per_rescue,app_other,per_other,prop_use,descript_b
09-Aug-12,11:46:02,12-0002996,0,1,1900,,MORNINGSIDE,DR,,,IOWA CITY,IA,52240,1900  MORNINGSIDE DR  IOWA CITY IA 52240,0012.00,0,0,733,Smoke detector activation due to malfunction,N,09-Aug-12,11:44:25,09-Aug-12,11:50:47,09-Aug-12,12:01:43,09-Aug-12,12:01:43,A,1,30,5,13,0,0,0,0,0,0,215,High school/junior high school/middle school
09-Aug-12,15:25:12,12-0003001,0,3,1408,,ASH,ST,,,IOWA CITY,IA,52240,1408  ASH ST  IOWA CITY IA 52240,0017.00,0,0,321,"EMS call, excluding vehicle accident with injury",N,09-Aug-12,15:22:25,09-Aug-12,15:28:47,,,09-Aug-12,15:41:43,A,1,3-1,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
09-Aug-12,18:43:54,12-0003006,0,1,2401,,6,HWY,E,2406,IOWA CITY,IA,52240,2401  6 HWY E IOWA CITY IA 52240,0018.00,0,0,531,Smoke or odor removal,N,09-Aug-12,18:42:15,09-Aug-12,18:50:23,,,09-Aug-12,19:03:43,A,1,3-1,4,10,0,0,0,0,0,0,429,Multifamily dwelling
10-Aug-12,08:55:05,12-0003011,0,3,,,HIGHWAY #6,,,,IOWA CITY,IA,52240,  HIGHWAY #6   IOWA CITY IA 52240,0017.00,0,0,622,No Incident found on arrival at dispatch address,N,10-Aug-12,08:53:25,10-Aug-12,08:59:03,,,10-Aug-12,09:01:12,B,1,3-1,0,0,1,3,0,0,0,0,961,Highway or divided highway
10-Aug-12,14:52:32,12-0003016,0,3,2600,,TRIPLE CROWN,LN,,,IOWA CITY,IA,52240,2600  TRIPLE CROWN LN  IOWA CITY IA 52240,0018.00,0,0,700,"False alarm or false call, Other",N,10-Aug-12,14:48:22,10-Aug-12,14:57:21,,,10-Aug-12,14:59:21,B,1,3-1,4,11,0,0,0,0,0,0,429,Multifamily dwelling
11-Aug-12,00:58:02,12-0003021,0,1,869,,PAGE,ST,,,IOWA CITY,IA,52240,869  PAGE ST  IOWA CITY IA 52240,0017.00,0,0,311,"Medical assist, assist EMS crew",N,11-Aug-12,00:57:05,11-Aug-12,01:01:49,,,11-Aug-12,01:07:34,B,1,1-3,0,0,1,3,0,0,0,0,429,Multifamily dwelling
11-Aug-12,11:05:58,12-0003026,0,1,500,E,MARKET,ST,,,IOWA CITY,IA,52245,500 E MARKET ST  IOWA CITY IA 52245,0011.00,0,0,745,"Alarm system activation, no fire - unintentional",N,11-Aug-12,11:05:06,11-Aug-12,11:09:48,,,11-Aug-12,11:11:56,C,1,10,1,3,0,0,0,0,0,0,331,Hospital - medical or psychiatric
11-Aug-12,15:19:29,12-0003031,0,1,2525,N,DODGE,ST,,,IOWA CITY,IA,52240,2525 N DODGE ST  IOWA CITY IA 52240,0001.00,0,0,745,"Alarm system activation, no fire - unintentional",N,11-Aug-12,15:17:48,11-Aug-12,15:23:50,,,11-Aug-12,16:00:00,C,1,4-1,4,10,0,0,0,0,0,0,449,"Hotel/motel, commercial"
11-Aug-12,20:06:39,12-0003036,0,2,412,,HAWKEYE,DR,,,IOWA CITY,IA,52242,412  HAWKEYE DR  IOWA CITY IA 52242,0004.00,0,0,311,"Medical assist, assist EMS crew",N,11-Aug-12,20:05:47,11-Aug-12,20:11:50,,,11-Aug-12,20:16:20,C,1,2-1,0,0,1,3,0,0,0,0,429,Multifamily dwelling
12-Aug-12,01:20:51,12-0003041,0,2,1207,,WYLDE GREEN,RD,,,IOWA CITY,IA,52242,1207  WYLDE GREEN RD  IOWA CITY IA 52242,0005.00,0,0,311,"Medical assist, assist EMS crew",N,12-Aug-12,01:19:41,12-Aug-12,01:26:28,,,12-Aug-12,01:33:22,C,1,2-1,1,3,0,0,0,0,0,0,419,1 or 2 family dwelling
12-Aug-12,11:36:30,12-0003046,0,4,244,,INTERSTATE 80,,,,IOWA CITY,IA,52245,244  INTERSTATE 80   IOWA CITY IA 52245,0001.00,0,0,311,"Medical assist, assist EMS crew",2,12-Aug-12,11:35:10,12-Aug-12,11:42:57,,,12-Aug-12,11:48:17,B,1,04,0,1,3,6,0,0,0,0,961,Highway or divided highway
12-Aug-12,19:45:35,12-0003051,0,1,416,S,DODGE,ST,,,IOWA CITY,IA,52240,416 S DODGE ST  IOWA CITY IA 52240,0016.00,0,0,311,"Medical assist, assist EMS crew",N,12-Aug-12,19:44:39,12-Aug-12,19:48:34,,,12-Aug-12,19:52:49,B,1,1-3,1,3,0,0,0,0,0,0,429,Multifamily dwelling
13-Aug-12,04:25:40,12-0003056,0,4,247,,INTERSTATE 80,,,,IOWA CITY,IA,52245,247  INTERSTATE 80   IOWA CITY IA 52245,0001.00,0,0,311,"Medical assist, assist EMS crew",4,13-Aug-12,04:24:32,13-Aug-12,04:36:31,,,13-Aug-12,05:20:00,B,1,17,1,0,1,3,0,0,1,3,,
13-Aug-12,21:30:50,12-0003061,0,3,1095,,SILVERCREST,CIR,,,IOWA CITY,IA,52240,1095  SILVERCREST CIR  IOWA CITY IA 52240,0105.00,0,0,251,"Excessive heat, scorch burns with no ignition",N,13-Aug-12,21:27:46,13-Aug-12,21:37:24,,,13-Aug-12,21:43:33,C,1,3-4,1,3,0,0,0,0,0,0,459,Residential board and care
14-Aug-12,10:06:42,12-0003066,0,1,,S,CAPITOL,ST,,,IOWA CITY,IA,52240, S CAPITOL ST  IOWA CITY IA 52240,0021.00,0,0,671,HazMat release investigation w/no HazMat,N,14-Aug-12,10:06:08,14-Aug-12,10:10:32,,,14-Aug-12,10:16:09,A,1,1-2,1,3,0,0,0,0,0,0,963,Street or road in commercial area
14-Aug-12,14:59:09,12-0003071,0,1,1900,,MORNINGSIDE,DR,,,IOWA CITY,IA,52240,1900  MORNINGSIDE DR  IOWA CITY IA 52240,0012.00,0,0,381,Rescue or EMS standby,N,14-Aug-12,14:57:21,14-Aug-12,14:59:09,,,14-Aug-12,21:30:00,A,1,30,0,0,0,0,1,3,0,0,215,High school/junior high school/middle school
14-Aug-12,20:10:01,12-0003076,0,1,,E,COLLEGE,ST,,,IOWA CITY,IA,52240, E COLLEGE ST  IOWA CITY IA 52240,0016.00,0,0,9111,Outdoor Portable Fireplace,N,14-Aug-12,20:08:56,14-Aug-12,20:16:23,,,14-Aug-12,20:24:39,A,1,1-3,1,3,0,0,0,0,0,0,962,"Residential street, road or residential driveway"
15-Aug-12,05:48:14,12-0003081,0,2,182,,WEST SIDE,DR,,,IOWA CITY,IA,52246,182  WEST SIDE DR  IOWA CITY IA 52246,0005.00,0,0,410,"Combustible/flammable gas/liquid condition, other",N,15-Aug-12,05:47:35,15-Aug-12,05:54:34,,,15-Aug-12,06:03:00,A,1,2-1,1,0,0,0,0,0,0,3,965,Vehicle parking area
15-Aug-12,09:40:33,12-0003086,0,3,1843,,LOWER MUSCATINE,RD,,,IOWA CITY,IA,52240,1843  LOWER MUSCATINE RD  IOWA CITY IA 52240,0017.00,0,0,321,"EMS call, excluding vehicle accident with injury",N,15-Aug-12,09:37:48,15-Aug-12,09:42:45,,,15-Aug-12,09:51:48,C,1,3-1,0,0,1,3,0,0,0,0,340,"Clinics, doctors offices, hemodialysis cntr, other"
15-Aug-12,15:20:20,12-0003092,0,1,1110,N,DUBUQUE,ST,,520B,IOWA CITY,IA,52245,1110 N DUBUQUE ST  IOWA CITY IA 52245,0001.00,0,0,311,"Medical assist, assist EMS crew",N,15-Aug-12,15:18:36,15-Aug-12,15:24:57,,,15-Aug-12,15:44:38,C,1,1-4,0,0,1,3,0,0,0,0,464,"Barracks, dormitory"
15-Aug-12,22:56:49,12-0003097,0,2,350,,DUBLIN,DR,,108,IOWA CITY,IA,52246,350  DUBLIN DR  IOWA CITY IA 52246,0004.00,0,0,554,Assist invalid,N,15-Aug-12,22:54:32,15-Aug-12,23:01:39,,,15-Aug-12,23:11:17,C,1,2-1,1,3,0,0,0,0,0,0,311,"24-hour care Nursing homes, 4 or more persons"
16-Aug-12,08:33:10,12-0003102,0,2,,,CAMERON,WAY,,,IOWA CITY,IA,52246,  CAMERON WAY  IOWA CITY IA 52246,0005.00,0,0,311,"Medical assist, assist EMS crew",N,16-Aug-12,08:32:00,16-Aug-12,08:36:49,,,16-Aug-12,08:46:31,A,1,2-1,0,0,1,3,0,0,0,0,963,Street or road in commercial area
16-Aug-12,13:16:32,12-0003107,0,3,3001,,MUSCATINE,AVE,,,IOWA CITY,IA,52246,3001  MUSCATINE AVE  IOWA CITY IA 52246,0014.00,0,0,622,No Incident found on arrival at dispatch address,N,16-Aug-12,13:13:34,16-Aug-12,13:20:44,,,16-Aug-12,13:23:22,A,1,3-4,0,0,1,3,0,0,0,0,131,"Church, mosque, synagogue, temple, chapel"
16-Aug-12,20:06:38,12-0003112,0,4,3500,,LOWER WEST BRANCH,RD,,,IOWA CITY,IA,52240,3500  LOWER WEST BRANCH RD  IOWA CITY IA 52240,0105.00,41.665227,-91.482282,321,"EMS call, excluding vehicle accident with injury",N,16-Aug-12,20:04:35,16-Aug-12,20:11:35,,,16-Aug-12,20:34:57,A,1,4-3,0,0,1,3,0,0,0,0,459,Residential board and care
17-Aug-12,11:44:19,12-0003117,0,3,1900,,MORNINGSIDE,DR,,,IOWA CITY,IA,52240,1900  MORNINGSIDE DR  IOWA CITY IA 52240,0012.00,41.659281,-91.50602,744,"Detector activation, no fire - unintentional",N,17-Aug-12,11:41:58,17-Aug-12,11:49:08,,,17-Aug-12,11:57:35,B,1,30,1,3,0,0,0,0,0,0,215,High school/junior high school/middle school
17-Aug-12,14:41:39,12-0003122,0,1,312,E,MARKET,ST,,,IOWA CITY,IA,52245,312 E MARKET ST  IOWA CITY IA 52245,0011.00,41.663897,-91.531079,150,"Outside rubbish fire, Other",N,17-Aug-12,14:39:56,17-Aug-12,14:45:02,,,17-Aug-12,15:14:56,B,1,1-4,5,10,0,0,0,0,0,0,162,Bar or nightclub
17-Aug-12,16:14:52,12-0003127,0,3,1231,,TYLER,CT,,,IOWA CITY,IA,52240,1231  TYLER CT  IOWA CITY IA 52240,0014.00,41.646684,-91.488291,311,"Medical assist, assist EMS crew",N,17-Aug-12,16:12:38,17-Aug-12,16:20:21,,,17-Aug-12,16:30:07,B,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
17-Aug-12,20:07:01,12-0003132,0,1,212,S,CLINTON,ST,,,IOWA CITY,IA,52240,212 S CLINTON ST  IOWA CITY IA 52240,0021.00,41.658557,-91.534298,311,"Medical assist, assist EMS crew",N,17-Aug-12,20:06:04,17-Aug-12,20:09:14,,,17-Aug-12,20:23:19,B,1,1-2,1,1,0,2,0,0,0,0,161,Restaurant or cafeteria
18-Aug-12,05:58:14,12-0003137,0,1,15,,FOREST,GLN,,,IOWA CITY,IA,52240,15  FOREST GLN  IOWA CITY IA 52240,0001.00,41.677731,-91.530992,300,"Rescue, EMS incident, other",N,18-Aug-12,05:57:44,18-Aug-12,06:04:31,,,18-Aug-12,06:11:45,B,1,1-4,1,1,0,2,0,0,0,0,419,1 or 2 family dwelling
18-Aug-12,13:22:20,12-0003143,0,2,2423,,WALDEN,RD,,,IOWA CITY,IA,52246,2423  WALDEN RD  IOWA CITY IA 52246,0004.00,0,0,311,"Medical assist, assist EMS crew",N,18-Aug-12,13:20:59,18-Aug-12,13:28:05,,,18-Aug-12,14:00:47,A,1,2-1,0,0,1,3,0,0,0,0,311,"24-hour care Nursing homes, 4 or more persons"
18-Aug-12,19:54:36,12-0003148,0,4,14,,RAVENCREST,DR,,,IOWA CITY,IA,52245,14  RAVENCREST DR  IOWA CITY IA 52245,0013.00,0,0,321,"EMS call, excluding vehicle accident with injury",N,18-Aug-12,19:52:26,18-Aug-12,20:01:16,,,18-Aug-12,20:12:21,A,1,4-3,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
18-Aug-12,23:54:47,12-0003153,0,1,400,S,DUBUQUE,ST,,1430,IOWA CITY,IA,52240,400 S DUBUQUE ST  IOWA CITY IA 52240,0016.00,0,0,311,"Medical assist, assist EMS crew",N,18-Aug-12,23:52:55,18-Aug-12,23:57:55,,,19-Aug-12,00:34:19,A,1,1-2,0,3,1,0,0,0,0,0,460,"Dormitory-type residence, other"
19-Aug-12,11:42:20,12-0003158,0,4,3500,,LOWER WEST BRANCH,RD,,,IOWA CITY,IA,52240,3500  LOWER WEST BRANCH RD  IOWA CITY IA 52240,0105.00,41.665227,-91.482282,321,"EMS call, excluding vehicle accident with injury",N,19-Aug-12,11:40:51,19-Aug-12,11:47:47,,,19-Aug-12,12:00:00,B,1,4-3,0,0,1,3,0,0,0,0,459,Residential board and care
19-Aug-12,18:24:02,12-0003163,0,1,403,S,JOHNSON,ST,,,IOWA CITY,IA,52240,403 S JOHNSON ST  IOWA CITY IA 52240,0016.00,41.6565,-91.527686,111,Building fire,N,19-Aug-12,18:21:54,19-Aug-12,18:27:15,19-Aug-12,18:35:49,19-Aug-12,19:27:42,B,1,1-3,4,11,0,0,0,0,0,0,429,Multifamily dwelling
19-Aug-12,22:15:53,12-0003168,0,2,2423,,WALDEN,RD,,Apt 202,IOWA CITY,IA,52246,2423  WALDEN RD  IOWA CITY IA 52246,0004.00,41.648322,-91.575034,554,Assist invalid,N,19-Aug-12,22:13:04,19-Aug-12,22:21:32,,,19-Aug-12,22:42:16,B,1,2-1,1,3,0,0,0,0,0,0,459,Residential board and care
20-Aug-12,08:23:39,12-0003173,0,1,457,N,1ST,AVE,,,IOWA CITY,IA,52245,457 N 1ST AVE  IOWA CITY IA 52245,0001.00,41.667399,-91.502409,551,Assist police or other governmental agency,N,20-Aug-12,08:22:37,20-Aug-12,08:30:00,,,20-Aug-12,08:42:00,C,1,4-1,1,3,0,0,0,0,0,0,429,Multifamily dwelling
20-Aug-12,14:52:24,12-0003178,0,2,,S,RIVERSIDE,DR,,,IOWA CITY,IA,52242, S RIVERSIDE DR  IOWA CITY IA 52242,0006.00,41.653665,-91.540444,322,Motor vehicle accident with injuries,N,20-Aug-12,14:52:24,20-Aug-12,14:53:00,,,20-Aug-12,15:10:00,C,1,2-1,1,3,0,0,0,0,0,0,963,Street or road in commercial area
20-Aug-12,18:33:12,12-0003183,0,2,25,,BYINGTON,RD,,,IOWA CITY,IA,52242,25  BYINGTON RD  IOWA CITY IA 52242,0023.00,41.659269,-91.542847,653,"Smoke from barbecue, tar kettle",N,20-Aug-12,18:30:24,20-Aug-12,18:37:46,,,20-Aug-12,18:46:45,C,1,2-1,5,14,0,0,0,0,0,0,464,"Barracks, dormitory"
21-Aug-12,00:41:08,12-0003188,0,3,1114,,CHAMBERLAIN,DR,,,IOWA CITY,IA,52240,1114  CHAMBERLAIN DR  IOWA CITY IA 52240,0014.00,41.646747,-91.484424,733,Smoke detector activation due to malfunction,N,21-Aug-12,00:39:23,21-Aug-12,00:49:20,,,21-Aug-12,00:58:35,C,1,3-4,0,0,0,0,0,0,1,4,419,1 or 2 family dwelling
21-Aug-12,07:07:02,12-0003193,0,1,115,E,COLLEGE,ST,,,IOWA CITY,IA,52240,115 E COLLEGE ST  IOWA CITY IA 52240,0021.00,41.658659,-91.53389,531,Smoke or odor removal,N,21-Aug-12,07:05:45,21-Aug-12,07:10:45,,,21-Aug-12,08:30:49,B,1,1-2,6,16,0,0,0,0,0,0,161,Restaurant or cafeteria
21-Aug-12,08:07:37,12-0003198,0,2,1229,,SHANNON,DR,,102,IOWA CITY,IA,52240,1229  SHANNON DR  IOWA CITY IA 52240,0004.00,41.64781,-91.582615,554,Assist invalid,N,21-Aug-12,08:05:19,21-Aug-12,08:19:31,,,21-Aug-12,08:27:20,B,1,2-1,0,3,0,0,0,0,1,0,429,Multifamily dwelling
21-Aug-12,12:31:43,12-0003203,0,2,600,,NEWTON,RD,,,IOWA CITY,IA,52242,600  NEWTON RD  IOWA CITY IA 52242,0023.00,0,0,734,Heat detector activation due to malfunction,N,21-Aug-12,12:29:23,21-Aug-12,12:36:50,,,21-Aug-12,12:51:19,B,1,20,4,10,0,0,0,0,0,0,151,Library
21-Aug-12,17:26:45,12-0003208,0,2,817,W,HIGHWAY #1,,,,IOWA CITY,IA,52240,817 W HIGHWAY #1   IOWA CITY IA 52240,0104.00,0,0,322,Motor vehicle accident with injuries,N,21-Aug-12,17:24:22,21-Aug-12,17:32:46,,,21-Aug-12,17:57:53,B,1,2-1,0,3,1,0,0,0,0,0,961,Highway or divided highway
22-Aug-12,06:41:55,12-0003213,0,3,1720,,WATERFRONT,DR,,,IOWA CITY,IA,52240,1720  WATERFRONT DR  IOWA CITY IA 52240,0018.00,0,0,311,"Medical assist, assist EMS crew",N,22-Aug-12,06:40:28,22-Aug-12,06:46:12,,,22-Aug-12,06:51:41,B,1,3-1,0,0,1,3,0,0,0,0,519,"Food and beverage sales, grocery store"
22-Aug-12,10:36:43,12-0003218,0,3,4400,,SOCCER PARK,RD,,,IOWA CITY,IA,52240,4400  SOCCER PARK RD  IOWA CITY IA 52240,0018.00,0,0,611,Dispatched & cancelled en route,N,22-Aug-12,10:34:17,,,,,22-Aug-12,10:46:34,C,1,3-1,1,3,0,0,0,0,0,0,120,"Variable-use amusement, recreation places, other"
22-Aug-12,14:58:24,12-0003223,0,1,201,S,LINN,ST,,,IOWA CITY,IA,52240,201 S LINN ST  IOWA CITY IA 52240,0021.00,0,0,743,"Smoke detector activation, no fire - unintentional",N,22-Aug-12,14:57:28,22-Aug-12,15:00:49,,,22-Aug-12,15:26:19,C,1,1-2,4,10,0,0,0,0,0,0,449,"Hotel/motel, commercial"
22-Aug-12,18:01:49,12-0003228,0,3,2018,,WATERFRONT,DR,,45,IOWA CITY,IA,52240,2018  WATERFRONT DR  IOWA CITY IA 52240,0018.00,0,0,412,Gas leak (natural gas or LPG),N,22-Aug-12,17:58:25,22-Aug-12,18:07:44,,,22-Aug-12,18:32:10,C,1,3-1,4,11,0,0,0,0,0,0,599,Business office
23-Aug-12,09:54:14,12-0003233,0,3,18,,PRIMROSE,CT,,,IOWA CITY,IA,52240,18  PRIMROSE CT  IOWA CITY IA 52240,0018.00,41.628416,-91.499293,321,"EMS call, excluding vehicle accident with injury",N,23-Aug-12,09:53:54,23-Aug-12,09:58:12,,,23-Aug-12,10:13:34,A,1,3-1,0,0,1,3,0,0,0,0,459,Residential board and care
23-Aug-12,14:39:37,12-0003239,0,1,,,ABBEY,LN,,,IOWA CITY,IA,52240,  ABBEY LN  IOWA CITY IA 52240,0005.00,41.650245,-91.574527,311,"Medical assist, assist EMS crew",N,23-Aug-12,14:37:20,23-Aug-12,14:46:47,,,23-Aug-12,14:56:10,A,1,2-1,1,3,0,0,0,0,0,0,962,"Residential street, road or residential driveway"
23-Aug-12,17:02:01,12-0003244,0,1,325,S,DUBUQUE,ST,,,IOWA CITY,IA,52240,325 S DUBUQUE ST  IOWA CITY IA 52240,0016.00,41.657216,-91.533562,531,Smoke or odor removal,N,23-Aug-12,16:59:43,23-Aug-12,17:07:19,,,23-Aug-12,17:46:00,A,1,1-2,0,0,0,0,0,0,1,3,211,Preschool
23-Aug-12,17:28:13,12-0003250,0,4,246,N,DODGE,ST,,,IOWA CITY,IA,52245,246 N DODGE ST  IOWA CITY IA 52245,0001.00,0,0,324,Motor Vehicle Accident with no injuries,2,23-Aug-12,17:27:58,23-Aug-12,17:37:07,,,23-Aug-12,17:58:07,A,1,4-1,2,6,0,0,0,0,0,0,961,Highway or divided highway
23-Aug-12,20:23:46,12-0003255,0,2,323,,DOUGLASS,CT,,,IOWA CITY,IA,52246,323  DOUGLASS CT  IOWA CITY IA 52246,0006.00,41.648347,-91.54295,9111,Outdoor Portable Fireplace,N,23-Aug-12,20:20:16,23-Aug-12,20:31:47,,,23-Aug-12,20:36:54,A,1,2-1,1,3,0,0,0,0,0,0,419,1 or 2 family dwelling
24-Aug-12,00:40:20,12-0003260,0,1,101,E,PARK,RD,,,IOWA CITY,IA,52242,101 E PARK RD  IOWA CITY IA 52242,0023.00,41.669201,-91.537937,311,"Medical assist, assist EMS crew",N,24-Aug-12,00:38:17,24-Aug-12,00:47:01,,,24-Aug-12,00:55:17,A,1,10,0,0,1,3,0,0,0,0,182,"Auditorium, concert hall"
24-Aug-12,07:55:29,12-0003265,0,2,200,,NEWTON,RD,,,IOWA CITY,IA,52242,200  NEWTON RD  IOWA CITY IA 52242,0023.00,41.663509,-91.543318,743,"Smoke detector activation, no fire - unintentional",N,24-Aug-12,07:54:43,24-Aug-12,08:00:10,,,24-Aug-12,08:07:53,C,1,1-2,4,10,0,0,0,0,0,0,340,"Clinics, doctors offices, hemodialysis cntr, other"
24-Aug-12,13:15:58,12-0003270,0,1,309,S,MADISON,ST,,,IOWA CITY,IA,52240,309 S MADISON ST  IOWA CITY IA 52240,0021.00,0,0,733,Smoke detector activation due to malfunction,N,24-Aug-12,13:14:57,24-Aug-12,13:19:59,,,24-Aug-12,13:27:54,C,1,1-2,4,10,0,0,0,0,0,0,141,Athletic/health club
24-Aug-12,15:55:59,12-0003275,0,1,905,E,BURLINGTON,ST,,,IOWA CITY,IA,52240,905 E BURLINGTON ST  IOWA CITY IA 52240,0016.00,0,0,600,"Good intent call, Other",N,24-Aug-12,15:54:05,24-Aug-12,15:59:41,,,24-Aug-12,16:01:55,C,1,1-4,4,10,0,0,0,0,0,0,419,1 or 2 family dwelling
24-Aug-12,20:16:30,12-0003280,0,1,350,,DUBLIN,DR,,1009,IOWA CITY,IA,52242,350  DUBLIN DR  IOWA CITY IA 52242,0004.00,0,0,311,"Medical assist, assist EMS crew",N,24-Aug-12,20:14:47,24-Aug-12,20:25:11,,,24-Aug-12,20:36:18,C,1,2-1,0,0,1,3,0,0,0,0,429,Multifamily dwelling
24-Aug-12,23:48:17,12-0003285,0,1,307,E,COLLEGE,ST,,,IOWA CITY,IA,52240,307 E COLLEGE ST  IOWA CITY IA 52240,0021.00,0,0,311,"Medical assist, assist EMS crew",N,24-Aug-12,23:48:05,24-Aug-12,23:51:00,,,24-Aug-12,23:59:18,C,1,1-2,0,0,1,3,0,0,0,0,429,Multifamily dwelling
25-Aug-12,07:23:07,12-0003290,0,3,3001,,FRIENDSHIP,ST,,,IOWA CITY,IA,52240,3001  FRIENDSHIP ST  IOWA CITY IA 52240,0014.00,0,0,321,"EMS call, excluding vehicle accident with injury",N,25-Aug-12,07:20:32,25-Aug-12,07:27:32,,,25-Aug-12,07:44:55,A,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
25-Aug-12,10:25:44,12-0003295,0,2,701,,MORMON TREK,BLVD,,,IOWA CITY,IA,52246,701  MORMON TREK BLVD  IOWA CITY IA 52246,0004.00,0,0,311,"Medical assist, assist EMS crew",N,25-Aug-12,10:24:44,25-Aug-12,10:31:29,,,25-Aug-12,10:38:53,A,1,2-1,0,0,1,3,0,0,0,0,500,"Mercantile, business, Other"
25-Aug-12,14:19:53,12-0003300,0,1,2401,,6,HWY,E,,IOWA CITY,IA,52245,2401  6 HWY E IOWA CITY IA 52245,0018.00,0,0,311,"Medical assist, assist EMS crew",N,25-Aug-12,14:17:38,25-Aug-12,14:27:00,,,25-Aug-12,14:34:23,A,1,3-1,0,0,1,3,0,0,0,0,429,Multifamily dwelling
26-Aug-12,00:42:49,12-0003305,0,1,527,N,LINN,ST,,,IOWA CITY,IA,52240,527 N LINN ST  IOWA CITY IA 52240,0011.00,0,0,321,"EMS call, excluding vehicle accident with injury",N,26-Aug-12,00:41:41,26-Aug-12,00:47:04,,,26-Aug-12,00:52:30,A,1,1-4,0,0,1,3,0,0,0,0,900,"Outside or special property, Other"
26-Aug-12,05:27:39,12-0003310,0,1,1201,N,DUBUQUE,ST,,,IOWA CITY,IA,52240,1201 N DUBUQUE ST  IOWA CITY IA 52240,0001.00,1,0,321,"EMS call, excluding vehicle accident with injury",N,26-Aug-12,05:26:33,26-Aug-12,05:33:42,,,26-Aug-12,05:38:59,A,1,1-4,0,0,1,3,0,0,0,0,898,"Dock, marina, pier, wharf"
26-Aug-12,23:14:47,12-0003315,0,2,750,,HAWKINS,DR,,,IOWA CITY,IA,52240,750  HAWKINS DR  IOWA CITY IA 52240,0023.00,0,0,311,"Medical assist, assist EMS crew",N,26-Aug-12,23:12:52,26-Aug-12,23:22:31,,,26-Aug-12,23:25:44,B,1,2-1,1,3,0,0,0,0,0,0,439,"Boarding/rooming house, residential hotels"
27-Aug-12,10:04:50,12-0003320,0,3,2110,,DAVIS,ST,,,IOWA CITY,IA,52240,2110  DAVIS ST  IOWA CITY IA 52240,0018.00,0,0,611,Dispatched & cancelled en route,N,27-Aug-12,10:02:33,,,,,27-Aug-12,10:07:37,A,1,3-1,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
27-Aug-12,16:24:40,12-0003325,0,3,3017,,RAVEN,ST,,,IOWA CITY,IA,52240,3017  RAVEN ST  IOWA CITY IA 52240,0013.00,0,0,321,"EMS call, excluding vehicle accident with injury",N,27-Aug-12,16:23:41,27-Aug-12,16:29:45,,,27-Aug-12,16:44:00,A,1,3-4,0,0,1,3,0,0,0,0,419,1 or 2 family dwelling
27-Aug-12,20:28:28,12-0003330,0,1,511,S,CAPITOL,ST,,,IOWA CITY,IA,52240,511 S CAPITOL ST  IOWA CITY IA 52240,0021.00,0,0,311,"Medical assist, assist EMS crew",N,27-Aug-12,20:27:38,27-Aug-12,20:32:11,,,27-Aug-12,20:45:14,A,1,1-2,0,3,1,0,0,0,0,0,361,"Jail, prison (not juvenile)"
28-Aug-12,09:19:35,12-0003335,0,1,939,,DEWEY,ST,,,IOWA CITY,IA,52240,939  DEWEY ST  IOWA CITY IA 52240,0001.00,0,0,311,"Medical assist, assist EMS crew",N,28-Aug-12,09:19:01,28-Aug-12,09:28:48,,,28-Aug-12,09:47:28,B,1,4-1,1,0,0,3,0,0,0,0,419,1 or 2 family dwelling
28-Aug-12,13:43:08,12-0003340,0,3,1816,,LOWER MUSCATINE,RD,,,IOWA CITY,IA,52240,1816  LOWER MUSCATINE RD  IOWA CITY IA 52240,0017.00,0,0,311,"Medical assist, assist EMS crew",N,28-Aug-12,13:41:29,28-Aug-12,13:43:55,,,28-Aug-12,13:58:12,B,1,3-1,0,0,1,3,0,0,0,0,241,"Adult education center, college classroom"
28-Aug-12,21:40:57,12-0003345,0,2,461,,HIGHWAY #1,,,38,IOWA CITY,IA,52246,461  HIGHWAY #1   IOWA CITY IA 52246,0104.00,0,0,311,"Medical assist, assist EMS crew",N,28-Aug-12,21:39:49,28-Aug-12,21:47:36,,,28-Aug-12,21:58:40,B,1,2-1,2,4,0,0,0,0,0,0,429,Multifamily dwelling
29-Aug-12,10:29:42,12-0003350,0,3,1816,,LOWER MUSCATINE,RD,,,IOWA CITY,IA,52240,1816  LOWER MUSCATINE RD  IOWA CITY IA 52240,0017.00,0,0,714,"Central station, malicious false alarm",N,29-Aug-12,10:27:23,29-Aug-12,10:29:42,,,29-Aug-12,10:48:12,C,1,03,4,10,0,0,0,0,0,0,241,"Adult education center, college classroom"
29-Aug-12,13:06:42,12-0003355,0,4,601,,6,HWY,W,,IOWA CITY,IA,52240,601  6 HWY W IOWA CITY IA 52240,0006.00,0,0,381,Rescue or EMS standby,N,29-Aug-12,13:04:52,29-Aug-12,13:06:42,,,29-Aug-12,17:30:00,C,1,1-2,0,0,0,0,1,3,0,0,331,Hospital - medical or psychiatric
